Name	ItemGenre	DetailType	ParticularType	Image	ObjDrop	Width	Height	Descript	Series	Price	Level	Magic1	Min1	Max1	Magic2	Min2	Max2	Magic3	Min3	Max3	Magic4	Min4	Max4	Magic5	Min5	Max5	Magic6	Min6	Max6	Magic7	Min7	Max7	Require1	Data1	Require2	Data2	Require3	Data3	Require4	Data4	Require5	Data5	Require6	Data6	DefMagic1_0	DefMagic1_10	DefMagic2_0	DefMagic2_10	DefMagic3_0	DefMagic3_10	DefMagic4_0	DefMagic4_10	DefMagic5_0	DefMagic5_10	DefMagic6_0	DefMagic6_10	Group	NeedToActive1	NeedToActive2	SetId	ExpandMagic1	ExpandMagic2
[Thiªn Tø] §Þa Ph¸ch KhÊu T©m Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ B¹ch Kim	2	49999	10	30	111	111	31	80	80																36	120	32	90	39	2							418	418	309	309	223	223	307	307	6	6	423	423	18	5	5	4		
[Thiªn Tø] §Þa Ph¸ch Phong Hµn Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ B¹ch Kim	0	49999	10	30	140	140	31	80	80																36	120	32	110	39	2							2	2	104	104	163	163	224	224	6	6			18	5	5	5		
[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	0	49999	10	30	315	315	31	85	85																36	120	32	110	39	6							2	2	342	342	237	237	312	312	6	6			19	5	5	1		
[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ B¹ch Kim	1	49999	10	30	500	500	31	80	80																36	120	32	110	39	6							585	423	438	88	5	608	39	584	630	631	238	238	19	5	5	2	772	804
[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	Trang bÞ B¹ch Kim	2	49999	10	30	140	140	31	80	80																36	120	32	110	39	6							2	616	312	596	239	239	309	639	6	609	420	640	19	5	5	3	793	825
[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ B¹ch Kim	0	49999	10	30	111	111	31	80	80																36	120	32	90	39	6							2	616	304	304	240	240	151	631	8	611	164	164	19	5	5	4	846	869
[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	4	49999	10																						36	120	39	6									129	129	130	130	747	739	748	740	744	752			19	5	5	5	879	878
[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Trang bÞ B¹ch Kim	2	49999	10	28	69	69	29	128	128	167	-10	-10	31	99	99										36	120	32	180	39	6							46	592	69	593	113	595	73	73	42	42	164	164	20	5	5	1	766	767
[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	49999	10	30	720	720	31	90	90																36	120	32	260	39	6							2	2	306	306	242	242	312	312	6	6	289	289	20	5	5	2		
[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ B¹ch Kim	4	49999	10	30	160	160	31	80	80																36	120	32	135	39	6							2	616	309	639	243	243	312	596	6	609	343	343	20	5	5	3	792	824
[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ B¹ch Kim	3	49999	10	30	140	140	31	80	80																36	120	32	110	39	6							2	617	423	642	244	244	312	596	6	609	420	640	20	5	5	4	848	868
[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	10																						36	120	39	6									129	129	130	130	747	739	748	740	744	752			20	5	5	5	881	880
[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Trang bÞ B¹ch Kim	2	49999	10	28	18	18	29	158	158	167	30	30	31	99	99										36	120	32	165	33	165	39	7					46	592	69	593	51	625	73	73	43	43	165	165	21	5	5	1	766	767
[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	Trang bÞ B¹ch Kim	0	49999	10	30	720	720	31	90	90																36	120	32	210	39	7							4	701	306	695	423	642	419	638	421	702	247	247	21	5	5	2	846	866
[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ B¹ch Kim	4	49999	10	30	160	160	31	80	80																36	120	32	135	39	7							418	4	309	639	417	31	312	596	6	609	344	344	21	5	5	3	790	822
[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ B¹ch Kim	2	49999	10	30	135	135	31	80	80																36	120	32	110	39	7							4	4	344	344	248	248	85	85	6	6	246	246	21	5	5	4		
[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	10																						36	120	39	7									129	129	130	130	747	739	748	740	744	752			21	5	5	5	879	878
[Thiªn Tø] Ma Hoµng Kim Gi¸p Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ B¹ch Kim	0	49999	10	30	315	315	31	85	85																36	120	32	110	39	7							2	2	346	346	257	257	312	312	6	6	166	166	22	5	5	1		
[Thiªn Tø] Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ B¹ch Kim	4	49999	10	31	60	60																			36	120	39	7									1	1	60	60	62	62	95	95	87	87	107	107	22	5	5	2		
[Thiªn Tø] Ma Hoµng Khª Cèc Thóc Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	Trang bÞ B¹ch Kim	3	49999	10	30	140	140	31	80	80																36	120	32	110	39	7							2	2	309	639	254	254	312	596	6	6	420	420	22	5	5	3		
[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ B¹ch Kim	1	49999	10	30	111	111	31	80	80																36	120	32	90	39	7							129	129	130	130	747	739	748	740	744	752			22	5	5	4	881	880
[Thiªn Tø] Ma Hoµng Dung Kim §o¹n NhËt Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	4	49999	10	30	140	140	31	80	80																36	120	32	110	39	7							4	4	320	320	255	255	312	312	6	6	256	256	22	5	5	5		
[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ B¹ch Kim	3	49999	10	30	315	315	31	85	85																36	120	32	110	39	7							2	616	345	345	423	642	307	637	6	609	250	250	23	5	5	1	848	867
[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ B¹ch Kim	2	49999	10																						36	120	39	7									2	2	317	317	8	8	107	107					23	5	5	2		
[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Trang bÞ B¹ch Kim	2	49999	10																						36	120	39	7									129	129	130	130	747	739	748	740	744	752			23	5	5	3	883	882
[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Trang bÞ B¹ch Kim	0	49999	10																						36	120	39	7									2	616	309	639	252	252	311	598	6	609	420	640	23	5	5	4	791	823
[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ B¹ch Kim	4	49999	10	30	140	140	31	80	80																36	120	32	110	39	7							2	616	320	588	253	253	312	596	630	631	251	251	23	5	5	5	773	805
[Thiªn Tø] L¨ng Nh¹c Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Trang bÞ B¹ch Kim	4	49999	10	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	80	39	8							2	616	152	634	6	609	311	598	423	31	167	167	24	5	5	1	774	806
[Thiªn Tø] L¨ng Nh¹c V« Ng· Thóc §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ B¹ch Kim	1	49999	10	30	630	630	31	90	90																36	120	32	130	39	8							2	2	306	306	263	263	313	313	6	6	285	285	24	5	5	2		
[Thiªn Tø] L¨ng Nh¹c Né L«i Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	10																						36	120	39	8									2	616	309	639	265	265	313	597	6	609	417	31	24	5	5	3	795	827
[Thiªn Tø] L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ B¹ch Kim	2	49999	10																						36	120	39	8									2	616	347	347	266	266	313	597	715	716	264	264	24	5	5	4	847	871
[Thiªn Tø] L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	0	49999	10																						36	120	39	8									129	129	130	130	747	739	748	740	745	753			24	5	5	5	879	878
[Thiªn Tø] CËp Phong Ch©n Vò KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Trang bÞ B¹ch Kim	2	49999	10	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	135	39	8							46	592	69	593	51	601	73	73	43	43	167	167	25	5	5	1	766	767
[Thiªn Tø] CËp Phong Tam Thanh Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ B¹ch Kim	0	49999	10	31	60	60																			36	120	39	8									2	616	710	92	62	705	95	96	89	706	107	107	25	5	5	2	850	870
[Thiªn Tø] CËp Phong HuyÒn Ti Tam §o¹n CÈm	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Trang bÞ B¹ch Kim	4	49999	10	30	140	140	31	80	80																36	120	32	110	39	8							2	616	309	639	259	259	307	637	421	8	425	643	25	5	5	3	794	826
[Thiªn Tø] CËp Phong Thóy Ngäc HuyÒn Hoµng UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Trang bÞ B¹ch Kim	3	49999	10																						36	120	39	8									2	2	348	348	258	258	313	313	6	6	260	260	25	5	5	4		
[Thiªn Tø] CËp Phong Thanh Tïng Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	10																						36	120	39	8									129	129	130	130	747	739	748	740	745	753			25	5	5	5	881	880
[Thiªn Tø] S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Trang bÞ B¹ch Kim	2	49999	10	28	40	40	29	114	114	167	-20	-20	31	99	99										36	120	32	135	39	9							113	595	69	593	46	592	73	73	43	43	168	168	26	5	5	1	766	767
[Thiªn Tø] S­¬ng Tinh L­u Tinh C¶n NguyÖt KhÊu	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Trang bÞ B¹ch Kim	3	49999	10	30	720	720	31	90	90																36	120	32	260	39	9							4	4	306	306	267	267	317	317	6	6	278	278	26	5	5	2		
[Thiªn Tø] S­¬ng Tinh Thanh Phong Lò §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ B¹ch Kim	4	49999	10	30	160	160	31	80	80																36	120	32	135	39	9							418	4	309	639	269	269	307	637	6	609	417	31	26	5	5	3	797	829
[Thiªn Tø] S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	3	49999	10	30	140	140	31	80	80																36	120	32	110	39	9							2	616	349	349	270	270	313	597	6	609	268	268	26	5	5	4	846	873
[Thiªn Tø] S­¬ng Tinh Phong B¹o ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	10																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			26	5	5	5	879	878
[Thiªn Tø] L«i Khung Hµn Tïng B¨ng B¹ch Quan	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ B¹ch Kim	4	49999	10	30	315	315	31	85	85																36	120	32	110	39	9							418	618	304	304	152	627	313	597	6	610	272	272	27	5	5	1	774	806
[Thiªn Tø] L«i Khung Thiªn §Þa Hé Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ B¹ch Kim	3	49999	10																						36	120	39	9									4	701	95	96	26	709	107	107	322	313	278	278	27	5	5	2	848	872
[Thiªn Tø] L«i Khung Phong L«i Thanh CÈm §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bÞ B¹ch Kim	1	49999	10	30	140	140	31	80	80																36	120	32	110	39	9							418	4	309	639	274	274	424	646	6	609	417	31	27	5	5	3	796	828
[Thiªn Tø] L«i Khung Linh Ngäc UÈn L«i	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ B¹ch Kim	2	49999	10																						36	120	39	9									2	2	350	350	275	275	273	273					27	5	5	4		
[Thiªn Tø] L«i Khung Cöu Thiªn DÉn L«i Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	0	49999	10																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			27	5	5	5	881	880
[Thiªn Tø] Vô ¶o B¾c Minh §¹o Quan	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ B¹ch Kim	0	49999	10	30	315	315	31	85	85																36	120	32	110	39	9							4	4	271	271	351	351	313	313	6	6	352	352	28	5	5	1		
[Thiªn Tø] Vô ¶o Th¸i Uyªn Ch©n Vò Liªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	Trang bÞ B¹ch Kim	0	49999	10																						36	120	39	9									2	2	313	313	169	169	95	95	8	8	107	107	28	5	5	2		
[Thiªn Tø] Vô ¶o Thóc T©m ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	Trang bÞ B¹ch Kim	3	49999	10																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			28	5	5	3	883	882
[Thiªn Tø] Vô ¶o Thanh Anh HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	1	49999	10																						36	120	39	9									418	418	309	309	353	353	307	307	6	6	417	417	28	5	5	4		
[Thiªn Tø] Vô ¶o Tïng Phong L«i ¶nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ B¹ch Kim	2	49999	10	30	140	140	31	80	80																36	120	32	110	39	9							418	418	354	354	320	320	88	88	6	6	423	423	28	5	5	5		
V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	49999	10																						36	60											129		130										29					
V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	49999	10																						36	60											129		130										29					
§éng S¸t B¹ch Kim §iªu Long Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	49999	10	31	60	60																			36	85											53		6		301		2		11		100		30					
§éng S¸t B¹ch Ngäc Cµn Kh«n Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ B¹ch Kim	4	49999	10	31	60	60																			36	80											65		6		298		2		11		100		30
§éng S¸t B¹ch Kim Tó Phông Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	0	49999	10	31	60	60																			36	85											53		6		301		2		11		100		30
§éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ B¹ch Kim	2	49999	10	31	60	60																			36	85											65		6		298		2		11		100		30
§Þnh NghiÖp §Çu qu¸n	0	7	6	\spr\item\equip\cap\obj-ma-cap20-3.spr	28	2	2	Trang bÞ B¹ch Kim	0	49999	10	30	310	310	31	60	60																36	90																							31
§Þnh NghiÖp ChiÕn bµo	0	2	20	\spr\item\equip\armor\obj-ma-cloth20-3.spr	22	2	3	Trang bÞ B¹ch Kim	4	49999	10	30	630	630	31	60	60																36	90																							31
§Þnh NghiÖp Yªu ®¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ B¹ch Kim	3	49999	10	30	140	140	31	60	60																36	90																							31
§Þnh NghiÖp Hé uyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	1	49999	10	30	115	115	31	60	60																36	90																							31
§Þnh NghiÖp ChiÕn ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ B¹ch Kim	2	49999	10	30	140	140	31	60	60																36	90																							31
§Þnh NghiÖp Ban chØ	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	2	49999	10	31	60	60																			36	90																							31
§Þnh Quèc §Çu qu¸n	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Trang bÞ B¹ch Kim	0	49999	10	30	350	350	31	60	60																36	99																							32
§Þnh Quèc ChiÕn bµo	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	23	2	3	Trang bÞ B¹ch Kim	4	49999	10	30	720	720	31	60	60																36	99																							32
§Þnh Quèc Yªu c«	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ B¹ch Kim	3	49999	10	30	160	160	31	60	60																36	99																							32
§Þnh Quèc Hé uyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ B¹ch Kim	1	49999	10	30	135	135	31	60	60																36	99																							32
§Þnh Quèc ChiÕn ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ B¹ch Kim	2	49999	10	30	160	160	31	60	60																36	99																							32
§Þnh Quèc Ban chØ	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	2	49999	10	31	60	60																			36	99																							32
 §å phæ Hoµng Kim - §Þnh Quèc Thanh Sa Tr­êng Sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	49999	8	30	630	630	31	80	80																36	85											306		2										33
 §å phæ Hoµng Kim - §Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ B¹ch Kim	2	49999	9	30	260	260	31	70	70																36	75											1		307										33
 §å phæ Hoµng Kim - §Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ B¹ch Kim	1	49999	8	30	140	140	31	70	70																36	80											308		2										33
 §å phæ Hoµng Kim - §Þnh Quèc Tö §»ng Hé uyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ B¹ch Kim	3	49999	8	30	111	111	31	60	60																36	75											1		309										33
 §å phæ Hoµng Kim - §Þnh Quèc Ng©n Tµm Yªu ®¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ B¹ch Kim	4	49999	8	30	140	140	31	60	60																36	75											1		28										33
 §å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ B¹ch Kim	4	49999	10																						36	85											310												34
 §å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	2	49999	8																						36	80											6		312										34
 §å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	1	49999	8																						36	75											6		313										34
 §å phæ Hoµng Kim - An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	49999	8																						36	80											6		311										34
Thiªn Hoµng Long Long §µi	0	7	4	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ B¹ch Kim	2	49999	6	30	315	315	31	75	75																36	60											2		316										35
Thiªn Hoµng Long B¹ch Long Tøc	0	2	18	\spr\item\equip\armor\obj-ma-cloth13-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	49999	6	30	630	630	31	80	80																36	60											2		316										35
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	1	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ B¹ch Kim	1	49999	6																						36	60											6		316										35
Thiªn Hoµng Long Cöu HiÖn chØ	0	3	0	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	2	49999	6																						36	60											6		316										35
Thiªn Hoµng Long Ngäc Tiªu Diªu	0	6	1	\Spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ B¹ch Kim	4	49999	6	30	140	140	31	70	70																36	60											2		316										35
Thiªn Hoµng Long Hoµng Kim L©n	0	8	1	\Spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	3	49999	6	30	111	111	31	70	70																36	60											2		316										35
Thiªn Hoµng Long Bµn Long c«i	0	9	1	\Spr\item\equip\waist\obj-waist16.spr	36	1	2	Trang bÞ B¹ch Kim	0	49999	6																						36	60											6		316										35
Thiªn Hoµng Long Long Khèc Thiªn Lý	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Trang bÞ B¹ch Kim	4	49999	6	30	140	140	31	75	75																36	60											2		316										35
Thiªn Hoµng Long Né Long §ång	0	3	0	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	6																						36	60											6		316										35
Kim Phong Thanh D­¬ng Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ B¹ch Kim	2	49999	5	30	315	315	31	75	75																36	40											2		358		6								36
Kim Phong Kú L©n HuyÕt	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	22	2	3	Trang bÞ B¹ch Kim	0	49999	5	30	630	630	31	80	80																36	40											2		37		6								36
Kim Phong Tr¹c Liªn Quang	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ B¹ch Kim	1	49999	5																						36	30											366		355		368								36
Kim Phong C«ng CÈn Tam Th¸n	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	2	49999	5																						36	40											367		318		368								36
Kim Phong §o¹t Hån Ngäc ®¸i	0	6	1	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ B¹ch Kim	4	49999	5	30	140	140	31	70	70																36	50											314		365		363								36
Kim Phong HËu NghÖ dÉn cung	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	3	49999	5	30	111	111	31	70	70																36	50											314		359		363								36
Kim Phong Lan §×nh Ngäc	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Trang bÞ B¹ch Kim	0	49999	5																						36	40											367		361		368								36
Kim Phong Thiªn Lý Th¶o Th­îng Phi	0	5	1	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ B¹ch Kim	4	49999	5	30	140	140	31	75	75																36	30											2		360		364								36
Kim Phong §ång T­íc Xu©n Th©m	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	5																						36	60											367		356		368								36
HiÖp Cèt ThiÕt HuyÕt Sam	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ B¹ch Kim	2	49999	5	30	360	360	31	60	60																36	40	32	50	33	50			38	0			2		306										37
HiÖp Cèt §a T×nh Hoµn	0	4	1	\spr\item\equip\nick\obj-neck14.spr	36	2	1	Trang bÞ B¹ch Kim	2	49999	5																						36	35	38	0									6		26		2								37
HiÖp Cèt §an T©m Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	0	49999	5																						36	45	38	0									55												37
HiÖp Cèt T×nh ý KÕt	0	9	1	\spr\item\equip\waist\obj-waist13.spr	36	1	2	Trang bÞ B¹ch Kim	4	49999	5																						36	50	38	0									3		84		366								37
Nhu T×nh C©n Quèc Nghª Th­êng	0	2	11	\spr\item\equip\armor\obj-fm-cloth14-3.spr	25	2	3	Trang bÞ B¹ch Kim	0	49999	5	30	360	360	31	60	60																36	40	32	50	33	50			38	1			2		91		130								38
Nhu T×nh Thôc N÷ H¹ng Liªn	0	4	0	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ B¹ch Kim	0	49999	5																						36	35	38	1									6		34										38
Nhu T×nh Phông Nghi Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	4	49999	5																						36	45	38	1									63												38
Nhu T×nh TuÖ T©m Ngäc Béi	0	9	0	\spr\item\equip\waist\obj-waist16.spr	36	1	2	Trang bÞ B¹ch Kim	3	49999	5																						36	50	38	1									1		95										38
§¹i M· Hæ TrÝch Tinh hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ B¹ch Kim	3	49999	10	30	250	250	31	30	30																36	60	32	165	33	65							398		378		399		400		401		402		39
§¹i M· Hæ §­êng Nghª gi¸p	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	22	2	3	Trang bÞ B¹ch Kim	2	49999	10	30	630	630	31	93	93																36	60	32	260									403		388		404		405		406				39
§¹i M· Hæ Lôc PhØ Thóy Hé Th©n phï	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	Trang bÞ B¹ch Kim	2	49999	10																						36	60											373		374		375		376						39
